title,lccn,start_year,end_year,frequency,frequency_normalized,language,place,place_of_publication
C<U+030C>echoslova´k and Westske noviny. [volume],sn86090294,1920,1961,Weekly,Weekly,Czech|English,Texas-McLennan-West,"West, Tex."
C<U+030C>echoslova´k and Westske noviny. [microfilm reel],sn94056405,1920,1961,Weekly,Weekly,Czech|English,Texas-McLennan-West,"West, Tex."
C<U+030C>echoslova´k. [volume],sn86089928,1917,1919,Weekly,Weekly,Czech|English,Texas-Fort Bend-Rosenberg,"Rosenberg, Tex."
C<U+030C>echoslova´k. [microfilm reel],sn94056375,1917,1919,Weekly,Weekly,Czech|English,Texas-Fort Bend-Rosenberg,"Rosenberg, Tex."
The D'Hanis news.,sn87090610,1900,9999,Weekly,Weekly,English,Texas-Medina-D'Hanis,"D'Hanis, Tex."
The D'Hanis star. [volume],sn86088738,1914,1923,Weekly,Weekly,English,Texas-Medina-D'Hanis,"D'Hanis, Tex."
D.B.C. whim-wham.,sn88083170,1920,9999,Semiweekly,Semiweekly,English,Texas-Wise-Decatur,"Decatur, Tex."
al-Dabbu¯r = Dabboor.,2003223835,2002,9999,Monthly,Monthly,Arabic,Texas-Harris-Houston,"Houston, TX"
The daily advance.,sn86088336,1887,1899,Daily,Daily,English,Texas-McLennan-Waco,"Waco, Tex."
The Daily advance.,sn87090382,1874,9999,Daily,Daily,English,Texas-McLennan-Waco,"Waco, Tex."
The Daily advertiser. [volume],sn86071152,1841,1842,Daily,Daily,English,Texas-Galveston-Galveston,Galveston [Tex.]
The daily advertiser. [volume],sn86088562,1909,9999,Daily (except Sun.),Daily,English,Texas-Coleman-Coleman,"Coleman, Tex."
Daily advocate. [volume],sn86088495,1897,1921,Daily,Daily,English,Texas-Victoria-Victoria,"Victoria, Texas"
The Idalou beacon. [volume],sn86088767,1951,9999,Weekly,Weekly,English,Texas-Lubbock-Idalou,"Idalou, TX"
The Idalou echo. [volume],sn86089362,1925,1999,Weekly,Weekly,English,Texas-Lubbock-Idalou,"Idalou, Tex."
The Illuminator.,sn88083780,1935,9999,NA,Missing,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
The Illustrated home.,sn87090779,1885,9999,Weekly,Weekly,English,Texas-Jones-Abilene,"Abilene, Tex."
The illustrated news.,sn87090921,1923,9999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Illustrated press of Liberty County.,sn87091225,1900,9999,Weekly,Weekly,English,Texas-Liberty-Dayton,"Dayton, Tex."
El imparcial de Texas. [volume],sn83045325,1908,1924,Weekly,Weekly,Spanish,Texas-Bexar-San Antonio,"San Antonio, Tex."
The Hondo anvil herald.,sn87090474,1900,9999,Weekly,Weekly,English,Texas-Medina-Hondo,"Hondo, Tex."
The Hondo herald. [volume],sn86089403,1891,1903,Weekly,Weekly,English,Texas-Medina-Hondo,"Hondo, Tex."
The Hondo news.,sn87090611,1900,9999,NA,Missing,English,Texas-Medina-Hondo,"Hondo, Tex."
The Hondo Protestant messenger.,sn87090617,1922,9999,Weekly,Weekly,English,Texas-Medina-Hondo,"Hondo, Tex."
The Hondo times. [volume],sn86089420,1910,1999,Weekly,Weekly,English,Texas-Medina-Hondo,"Hondo, Tex."
The Honey Grove citizen.,sn86090707,1916,1929,Weekly,Weekly,English,Texas-Fannin-Honey Grove,"Honey Grove, Tex."
Honey Grove signal-citizen.,sn86090705,1929,9999,Weekly,Weekly,English,Texas-Fannin-Honey Grove,"Honey Grove, Tex."
Honey Grove signal.,sn86090706,1891,1929,Weekly,Weekly,English,Texas-Fannin-Honey Grove,"Honey Grove, Tex."
Honey-grove enterprise. [volume],sn86088917,1870,1999,Weekly,Weekly,English,Texas-Fannin-Honey Grove|Texas-Fannin-Honey-Grove,"Honey-grove, Tex."
Honky times.,sn88084227,1972,9999,Bimonthly,Bimonthly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
The Hood County herald.,sn86089182,1917,1999,Weekly,Weekly,English,Texas-Hood-Granbury,"Granbury, Tex."
The Hood County informer-news.,sn88083148,1970,1970,Weekly,Weekly,English,Texas-Hood-Granbury,"Granbury, Tex."
Hood County news-tablet.,sn87090802,1945,1970,Weekly,Weekly,English,Texas-Hood-Granbury,"Granbury, Tex."
Hood County news.,sn88083149,1970,9999,Weekly,Weekly,English,Texas-Hood-Granbury,"Granbury, Tex."
The Hood County tablet.,sn86089170,1919,1945,Weekly,Weekly,English,Texas-Hood-Granbury|Texas-Hood-Tolar,"Granbury, Tex."
The Hood panther.,sn86090589,1942,1944,Weekly,Weekly,English,Texas-Coryell-Camp Hood|Texas-Coryell-Fort Hood,"Camp Hood, Tex."
Hooka notes. [volume],sn00062000,1970,1971,Semimonthly,Semimonthly,English,Texas-Dallas-Dallas,"Dallas, Tex."
Hooka. [volume],sn94053352,1971,1979,Semimonthly,Semimonthly,English,Texas-Dallas-Dallas,"Dallas, Tex."
Hooks reporter.,sn88083449,1900,9999,Weekly,Weekly,English,Texas-Bowie-Hooks,"Hooks, Tex."
The Hoover herald.,sn86089291,1928,1928,NA,Missing,English,Texas-Harris-Houston,"Houston, Tex."
The Hopkins County echo.,sn86090547,1876,9999,Weekly,Weekly,English,Texas-Hopkins-Sulphur Springs,"Sulphur Springs, Tex."
Horizon homesteader.,sn87090206,1973,1999,Monthly,Monthly,English,Texas-El Paso-Horizon City,"Horizon City, Tex."
Horizon. [volume],sn88083696,1984,9999,Weekly,Weekly,English,Texas-Cameron-Brownsville,"Brownsville, Tex."
El horizonte. [volume],sn86088748,1879,9999,Semiweekly,Semiweekly,Spanish,Texas-Duval-San Diego|Texas-Nueces-Corpus Christi|Texas-Webb-Laredo,"Corpus Christi, Tex."
The horned frog!,sn92066402,1858,1899,NA,Missing,English,Texas-Galveston-Galveston,Galveston [Tex.]
The hornet.,sn86090224,1918,1918,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Hoston journal. [volume],sn93068251,1880,1899,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
Hot times Austin. [volume],sn95063020,1980,1999,Monthly,Monthly,English,Texas-Austin-Austin,"Austin, TX"
Hot times. [volume],sn94053434,1978,1989,Bimonthly,Bimonthly,English,Texas-Travis-Austin,"Austin, Tx."
Housewives' bulletin.,sn86089896,1917,1999,Monthly,Monthly,English,Texas-Travis-Austin,"Austin, Tex."
Houston age. [volume],sn84022296,1800,1899,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
The Houston age. [volume],sn86088834,1870,1897,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
The Houston amateur. [volume],sn86089811,1883,1899,Monthly,Monthly,English,Texas-Harris-Houston,"Houston, Tex."
The Houston bulletin. [volume],sn86089423,1911,1999,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
The Houston call.,sn87090887,1970,9999,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
Houston chronicle and herald. [volume],sn86089865,1902,1912,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
The Houston chronicle. [volume],sn84031354,1912,9999,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
The Houston chronicle. [volume],sn86089358,1884,1999,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
Houston chronicle. [volume],sn88084253,1901,1902,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
Houston commercial bulletin. [volume],sn86089818,1854,1899,Monthly,Monthly,English,Texas-Harris-Houston,"Houston, Tex."
The independence.,sn88083281,1985,9999,Weekly,Weekly,English,Texas-Washington-Independence,"Independence, Tex."
The independent blade. [volume],sn86089537,1878,1885,Weekly,Weekly,English,Texas-Bosque-Meridian,"Meridian, Tex."
Independent chronicle. [volume],sn84022285,1843,1843,Irregular,Irregular,English,Texas-Galveston-Galveston,"Galveston, Tex."
The independent courier. [volume],sn86088413,1902,1999,Weekly,Weekly,English,Texas-Kendall-Comfort,"Comfort, Tex."
The independent Democrat. [volume],sn86088699,1930,1999,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
Independent monitor. [volume],sn86089531,1859,1860,Weekly,Weekly,English,Texas-Hopkins-Sulphur Springs,"Sulphur Springs, Tex."
Independent oil and mining reporter.,sn87090972,1900,9999,Weekly,Weekly,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
The Herald-coaster. [volume],sn86089802,1958,9999,Daily (except Fri. and Sat.),Daily,English,Texas-Fort Bend-Rosenberg,"Rosenberg, Tex."
Herald-zeitung.,sn88083556,1800,9999,Weekly,Weekly,English,Texas-Comal-New Braunfels,"New Braunfels, Tex."
The herald. [volume],sn86088364,1901,1908,Weekly,Weekly,English,Texas-Eastland-Carbon,"Carbon, Tex."
The herald.,sn86089215,1891,1999,Weekly,Weekly,English,Texas-Van Zandt-Myrtle Springs,"Myrtle Springs, Tex."
Herald.,sn86089981,1857,9999,Weekly,Weekly,English,Texas-Calhoun-Lavaca|Texas-Calhoun-Port Lavaca,"Lavaca, Tex."
The herald.,sn87090941,1892,1999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The herald.,sn87090950,1900,1977,NA,Missing,English,Texas-Travis-Austin,"Austin, Tex."
The herald.,sn88083335,1904,1909,NA,Missing,English,Texas-Hays-San Marcos,"San Marcos, Tex."
The Herald.,sn88083660,1980,1990,Weekly,Weekly,English,Texas-Aransas-Rockport,"[Rockport, Tex."
The herald.,sn88083666,1900,9999,NA,Missing,English,Texas-Matagorda-Bay City,"Bay City, Tex."
The herald.,sn88083795,1900,9999,Weekly,Weekly,English,Texas-Starr-Rio Grande City,"Rio Grande City, Tex."
The Herald.,sn91000124,1990,9999,Weekly,Weekly,English,Texas-Aransas-Rockport,"Rockport, Tex."
El heraldo de Brownsville. [volume],sn87056978,1934,1999,Daily (except Saturday),Daily,English|Spanish,Texas-Cameron-Brownsville,"Brownsville, Tex."
El heraldo Mexicano. [online resource],2016238025,1927,9999,Weekly (irregular),Irregular,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
El heraldo. [volume],sn86090125,1886,1899,Weekly,Weekly,English|Spanish,Texas-Bexar-San Antonio,"San Antonio, Tex."
The Hereford brand.,sn86064214,1901,9999,Semiweekly,Semiweekly,English,Texas-Deaf Smith-Hereford,"Hereford, Tex."
Hereford Democrat.,sn86090622,1907,1999,Weekly,Weekly,English,Texas-Deaf Smith-Hereford,"Hereford, Tex."
The Hereford enterprise.,sn86090623,1900,1999,Weekly,Weekly,English,Texas-Deaf Smith-Hereford,"Hereford, Tex."
Hereford recorder. [volume],sn86088684,1910,1999,Weekly,Weekly,English,Texas-Deaf Smith-Hereford,"Hereford, Tex."
Hereford reporter. [volume],sn86088769,1901,1902,Weekly,Weekly,English,Texas-Deaf Smith-Hereford,"Hereford, Tex."
The Home advocate. [volume],sn85033375,1869,1999,Weekly,Weekly,English,Texas-Marion-Jefferson,"Jefferson, Tex."
Home front news.,sn87090798,1944,9999,Weekly,Weekly,English,Texas-McLennan-Waco,"Waco, Tex."
The home journal. [volume],sn85033329,1871,1872,Weekly,Weekly,English,Texas-Grimes-Anderson,"Anderson, Tex."
Home town happenings.,sn92066407,1900,1999,NA,Missing,English,Texas-Grayson-Van Alstyne,"Van Alstyne, Tex."
Home visitor.,sn87090813,1800,9999,Monthly,Monthly,English,Texas-Dallas-Dallas,"Dallas, Tex."
Homesteader news.,sn87090204,1985,9999,Weekly,Weekly,English,Texas-El Paso-Horizon City,"Horizon City, Tex."
Homesteader.,sn87090205,1977,1985,Monthly,Monthly,English,Texas-El Paso-Horizon City,"Horizon City, Tex."
Hometown news.,sn86090613,1971,1972,Weekly,Weekly,English,Texas-Ector-Odessa,"Odessa, Tex."
Hometown news.,sn87090808,1985,9999,Weekly,Weekly,English,Texas-McLennan-Hewitt,"Hewitt, Tex."
Hill country news and the libertarian.,sn87090948,1978,1999,Weekly,Weekly,English,Texas-Williamson-Cedar Park,"Cedar Park, Tex."
Hill country news.,sn87090947,1973,1978,Weekly,Weekly,English,Texas-Travis-Austin|Texas-Williamson-Cedar Park,"Austin, Tex."
Hill country news.,sn87090949,1978,9999,Weekly,Weekly,English,Texas-Williamson-Cedar Park,"Cedar Park, Tex."
Hill country recorder.,sn88083532,1984,9999,Weekly,Weekly,English,Texas-Kendall-Boerne,"Boerne, Tex."
The Hill Country view.,2005215512,2004,9999,NA,Missing,English,Texas-Kendall-Boerne,"Boerne, TX"
The Hill County expositor. [volume],sn84022006,1871,1880,Weekly,Weekly,English,Texas-Hill-Hillsboro,"Hillsboro, Tex."
Hill County record. [volume],sn84022082,1800,1899,Weekly,Weekly,English,Texas-Hill-Peoria,"Peoria, Tex."
The Hill County record. [volume],sn86089382,1892,9999,Weekly,Weekly,English,Texas-Hill-Hillsboro,"Hillsboro, Tex."
The Hill County visitor.,sn86089150,1884,9999,Weekly,Weekly,English,Texas-Hill-Hillsboro,"Hillsboro, Tex."
Hill view times.,sn87090278,1900,1999,Weekly,Weekly,English,Texas-Kerr-Kerrville,"Kerrville, Tex."
Hillsboro daily mirror.,sn88083339,1959,9999,Daily,Daily,English,Texas-Hill-Hillsboro,"Hillsboro, Tex."
The Hillsboro dispatch. [volume],sn86089383,1914,9999,Daily (except Mon.),Daily,English,Texas-Hill-Hillsoboro,"Hillsboro, Tex."
Hillsboro mirror. [volume],sn86089416,1881,1999,Weekly,Weekly,English,Texas-Hill-Hillsboro,"Hillsboro, Tex."
Hillsboro reflector. [volume],sn86089381,1886,1898,Weekly,Weekly,English,Texas-Hill-Hillsboro,"Hillsboro, Tex."
The Hilltop echo. [volume],sn86090473,1000,1999,NA,Missing,English,Texas-Limestone-Tehuacana,"Tehuacana, Tex."
Hilltop herald : serving the Greater Austin area. [volume],sn93002358,1992,9999,Monthly,Monthly,English,Texas-Austin-Austin,"Cedar Park, TX"
El hispano news. [volume],sn94052479,1900,9999,Weekly,Weekly,English|Spanish,Texas-Dallas-Dallas,"Dallas, Tex."
El hispano-americano.,sn87055531,1800,9999,Daily  (except Monday),Daily,Spanish,Texas-El Paso-El Paso,"El Paso, Tex."
El hispano-americano. [volume],sn93061682,1891,1920,Weekly,Weekly,Spanish,Texas-El Paso-El Paso,"Socorro, N.M."
Hockley County herald. [volume],sn86089133,1924,1999,Weekly,Weekly,English,Texas-Hockley-Levelland,"Levelland, Tex."
The Holland progress. [volume],sn86089404,1890,1999,Weekly,Weekly,English,Texas-Bell-Holland,"Holland, Tex."
Hermann sons news.,sn87090675,1800,9999,Monthly,Monthly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
Der Hermanns=Sohn in Texas.,sn87090946,1800,9999,Monthly,Monthly,German,Texas-Bexar-San Antonio,"San Antonio, Tex."
The Hermleigh herald.,sn87091185,1927,9999,Weekly,Weekly,English,Texas-Scurry-Hermleigh,"Hermleigh, Tex."
The Hesperian gazette. [volume],sn86088464,1896,1999,Weekly,Weekly,English,Texas-Floyd-Floydada,"Floydada, Tex."
The Hesperian. [volume],sn86088484,1000,1909,Weekly,Weekly,English,Texas-Floyd-Floydada|Texas-Floyd-Lockney,"Floydada, Tex."
The Hi-9 news.,sn88084168,1954,1999,NA,Missing,English,Texas-Nueces-Annaville|Texas-Nueces-Corpus Christi,"Annaville, Tex."
The Hico courier.,sn87090404,1800,1999,Weekly,Weekly,English,Texas-Hamilton-Hico,"Hico, Tex."
The Hico news review.,sn92004364,1992,9999,Weekly (except first week in July and last week in Dec.),Weekly,English,Texas-Hamilton-Hico,"Hico, Tx."
The Hico news-review. [volume],sn86064215,1907,1989,Weekly,Weekly,English,Texas-Hamilton-Hico,"Hico, Tex."
The Hico review. [volume],sn86089478,1897,1907,Weekly,Weekly,English,Texas-Hamilton-Hico,"Hico, Tex."
The Hidalgo advance.,sn88083693,1900,9999,Weekly,Weekly,English,Texas-Hidalgo-Hidalgo,"Hidalgo, Tex."
The Hidalgo County advance.,sn88083677,1909,9999,Weekly,Weekly,English,Texas-Hidalgo-Chapin,"Chapin, Tex."
Hidalgo County delta news.,sn88083679,1961,9999,Weekly,Weekly,English,Texas-Hidalgo-Edinburg,"Edinburg, Tex."
Hidalgo County Democrat. [volume],sn86088900,1932,9999,Weekly,Weekly,English|Spanish,Texas-Hidalgo-Edinburg,"Edinburg, Tex."
Hidalgo County independent. [volume],sn86089086,1928,1935,Weekly,Weekly,English,Texas-Hidalgo-Edinburg,"Edinburg, Tex."
The Hidalgo County news. [volume],sn86088889,1930,9999,Weekly,Weekly,English,Texas-Hidalgo-Edinburg|Texas-Hidalgo-Pharr,"Pharr, Tex."
Hidalgo County sun. [volume],sn86089087,1935,9999,Weekly,Weekly,English,Texas-Hidalgo-Edinburg,"Edinburg, Tex."
The Hidalgo news.,sn88083678,1928,9999,Weekly,Weekly,English,Texas-Hidalgo-Hidalgo,"Hidalgo, Tex."
The Higgins news. [volume],sn86089130,1896,1999,Weekly,Weekly,English,Texas-Lipscomb-Higgins,"Higgins, Tex."
Highland & University Park news. [volume],sn87090687,1940,1999,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The Highland Lakes news.,sn87090212,1949,9999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
Highland Park press. [volume],sn87090686,1928,1999,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
Highland-University Park news. [volume],sn87090688,1927,1999,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The highlander.,sn86089914,1959,1983,Weekly,Weekly,English,Texas-Burnet-Burnet|Texas-Burnet-Marble Falls,"Marble Falls, Tex."
The Highlander.,sn88083001,1987,9999,Weekly,Weekly,English,Texas-Burnet-Burnet|Texas-Burnet-Marble Falls,"Marble Falls, Tex."
The Highlands star.,sn88083246,1955,9999,Weekly,Weekly,English,Texas-Harris-Highlands,"Highlands, Tex."
The Hunt County gazette. [volume],sn86088673,1913,1999,Weekly,Weekly,English,Texas-Hunt-Commerce,"Commerce, Tex."
The Hunt County news.,sn88083965,1921,1999,Semiweekly,Semiweekly,English,Texas-Hunt-Greenville,"Greenville, Tex."
The Huntsville herald.,sn88083840,1912,1999,Weekly,Weekly,English,Texas-Walker-Huntsville,"Huntsville, Tex."
The Huntsville item. [volume],sn84022012,1850,9999,Daily (except Mon.),Daily,English,Texas-Walker-Huntsville,"Huntsville, Tex."
Huntsville morning news.,sn83005392,1983,1999,Daily,Daily,English,Texas-Walker-Huntsville,"[Huntsville, Tex.]"
Huntsville pictorial. [volume],sn86089913,1962,1967,Weekly,Weekly,English,Texas-Walker-Huntsville,"Huntsville, Tex."
The Huntsville post-item. [volume],sn86089385,1902,9999,Weekly,Weekly,English,Texas-Walker-Huntsville,"Huntsville, Tex."
The Huntsville post.,sn88083841,1800,1999,Weekly,Weekly,English,Texas-Walker-Huntsville,"Huntsville, Tex."
The Huntsville recorder. [volume],sn86089595,1856,9999,Weekly,Weekly,English,Texas-Walker-Hunstsville,"Huntsville, Tex."
The Huntsville times.,sn86089607,1866,1999,Weekly,Weekly,English,Texas-Walker-Huntsville,"Huntsville, Tex."
The Hutchinson County herald. [volume],sn86090263,1926,1999,Weekly,Weekly,English,Texas-Hutchinson-Borger|Texas-Hutchinson-Stinnett|Texas-Hutchinson-Whittenburg,"Borger, Tex."
Iconoclast. [volume],sn88083087,1971,1979,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The Houston County courier. [volume],sn86088638,1961,9999,Weekly,Weekly,English,Texas-Houston-Crockett,"Crockett, Tex."
Houston County times. [volume],sn86088619,1906,1999,Weekly,Weekly,English,Texas-Houston-Crockett,"Crockett, Tex."
The Houston courier. [volume],sn86089421,1872,1999,NA,Missing,English,Texas-Harris-Houston,"Houston, Tex."
The Houston daily age.,sn87090888,1800,9999,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
The Houston daily democrat.,sn92066441,1800,1999,NA,Missing,English,Texas-Harris-Houston,"Houston, Tex."
The Houston daily herald. [volume],sn86089400,1880,1902,Daily (except Sun.),Daily,English,Texas-Harris-Houston,"Houston, Tex."
Houston daily journal.,sn87091114,1866,1869,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
Houston daily mercury. [volume],sn85033355,1873,1874,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
Houston daily news. [volume],sn86089642,1904,9999,Daily (except Sun.),Daily,English,Texas-Harris-Houston,"Houston, Tex."
The Houston daily post. [volume],sn86071197,1886,1903,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
The Houston daily post. [volume],sn86089644,1880,1882,Daily (except Mon.),Daily,English,Texas-Harris-Houston,"Houston, Tex."
Houston daily press.,sn87090979,1000,9999,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
Houston daily sun.,sn87090889,1882,9999,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
The Houston daily telegram. [volume],sn86088838,1877,1899,Daily (except Mon.),Daily,English,Texas-Harris-Houston,"Houston, Tex."
The Houston daily telegraph. [volume],sn83026378,1864,1866,Daily (except Sunday),Daily,English,Texas-Harris-Houston,Houston [Tex.]
Houston daily telegraph. [volume],sn94059118,1870,1879,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
Houston daily times. [volume],sn86089681,1868,1879,Daily,Daily,English,Texas-Harris-Houston,"Houston, Tex."
