aubrey_identifier,display_title,dc_description,dc_subject
ark:/67531/metapth7680,[Photograph of a bull in a pasture on the George Ranch - rear side view],"Photograph of a bull (rear side view) in a pasture on the George Ranch. Barbed wire fence directly behind the bull. Pasture in background. Trees in distance. Written on back of photo in pencil: ""6-1a"". Stamped in green on back: ""The Cattleman 410 Weatherford Fort Worth\, Texas  File No. [in blue ink] 556-1a"". Photograph was enclosed in envelope 2000.034.010a.","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth7682,[Photograph of a bull in a pasture on the George Ranch],"Photograph (side view) of a bull in a pasture on the George Ranch. Wire fence line just beyond bull. Another fence and trees in background. This photograph was enclosed in envelope 2000.034.010a. Written in pencil on back of photo: ""55/9"" and stamped in green: ""The Cattleman 410 Weatherford Fort Worth\, Texas  File No. [in blue ink] 555-9"".","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth7688,[Photograph of a bull in a pasture on the George Ranch - side view],"Photograph of a bull (side view)  in a pasture on the George Ranch. Trees in background. Written on back in pencil: ""55/2"" and stamped on back in green: ""The Cattleman 410 E. Weatherford Fort Worth\, Texas File No. 555-2"". Photograph was enclosed in a envelope 2000.034.010a.","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth7672,[Photograph ull side view of a bull],"Photograph focuses on a bull ( very small horns\, full side view) in a pasture on the George Ranch. There partial view of  a cow grazing in the pasture just beyond the bull and partial view of a cow on far right. Trees in distance. Written in pencil on back: ""56-17"". Stamped in green on back: ""The Cattleman 410 E. Weatherford Fort Worth\, Texas File No. [in ink] 556-17"".","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth7783,[Photograph of a black and white steer],"Photograph of a black and white steer standing in front of a tin barn. The steer is haltered and the lead rope extends from halter to the left side of the photograph. The barn door in top right corner of the photo is partially opened and a bale of hay can be seen inside. Back of photograph stamped in blue: ""This is a Photograph by W. D. Murdy WDM 3916 Leeland Fairfax\, 8373 Houston 3\, Texas When Reordering Prints of this Picture Please Mention No. [in pencil] 430-26"". Also written in pencil on back: ""26"" and ""Geo"".","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth7678,[Photograph of a bull in a pasture on the George Ranch - side view],"Photograph of a bull (side view) in a pasture on the George Ranch. Barbed wire fence just beyond the bull. Pasture in background. Written in pencil on back: ""56-4"". Stamped on back in green: ""The Cattleman 410 E. Weatherford Fort Worth\, Texas  File No. 556-4"". The photograph was enclosed in an envelope 2000.034.010a.","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth7763,[Photograph of Albert Peyton George and the Reserve Grand Champion Steer],"Photograph of Albert Peyton George and the Reserve Grand Champion Steer All Breeds at the Houston Fat Stock Show and Livestock Exposition in Houston\, Texas in 1940 (as written on the banner George is holding over the back of the steer). George is holding the steer by the lead rope attached to the steer's halter. Shrubs and brick half-way of the Livestock arena in background (man wearing a hat can partially be seen on other side of arena wall). Written in white between image of steer and George: ""Smith K. C. Mo."" Old Object Term: Print\,Photographic","Communication Artifacts,People,Agriculture - Domestic Animals,Documentary Artifact"
ark:/67531/metapth741,"[Oxen pulling wagons in Rosenberg, Texas]","Postcard image of an team of oxen pulling wagons in Rosenberg\, Texas. Titled ""Old timers"". Two men are standing near wagons. Person is sitting in first wagon. Store story brick building in background (left).","Agriculture - Domestic Animals,Postcard,Rosenberg\, Texas"
ark:/67531/metapth65628,[Jack Meredith Shoeing a Horse],"Photograph of Jack Meredith hammering a nail into a horse's shoe. The man is balding and wearing glasses\, a tee shirt\, and an apron.","Matthews Land and Cattle Company,Meredith\, Jack,People - Individuals,horseshoes,farriers,Agriculture - Domestic Animals,Lambshead Ranch"
ark:/67531/metapth65727,[Men and Animal along a Cattle Chute],"Photograph of two men standing along a cattle chute that is currently occupied by an obscured animal. The chute is made of wooden fences that moves from the left off camera into a brick enclosure. One of the men stands on a dirt path outside of the wooden structure\, while another stands on top of the brick wall.","People - Groups,Matthews Land and Cattle Company,Agriculture - Ranching - Ranches,Agriculture - Ranching - Cowboys,Agriculture - Domestic Animals,Lambshead Ranch"
ark:/67531/metapth7551,[Photograph of Mary Jones holding the lead rope of a black and white Short Horn Steer],"Photograph of Mary Jones holding the lead rope of a black and white Short Horn Steer. Mary is wearing a short sleeved dress with black and white shoes. There are shrubs in the background and a tree in left background. Stamped on back of photo in black: ""7 99"".","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth87647,American History Paper,"Paper written for an American History class at Marfa High School by Andrew Wells on January 13\, 1975. It consists of descriptions of photographs of the Brite Ranch near Marfa. The photos include the Brite family\, ranch hands and other employees who worked on the ranch\, buildings\, and livestock.","Agriculture - Ranching - Ranches,livestock,buildings,employees,Brite Ranch,Agriculture - Domestic Animals,ranch hands"
ark:/67531/metapth8809,[Two cows and a herd of sheep beneath two large oak trees],"Photograph titled ""Ba-a-a-a!"" as written in bottom border of image. The photograph shows two cows and a herd of sheep beneath two huge oak trees. There is partial view of a third oak tree on far right and a log in foreground. Written on back of photo in pencil: ""3"".","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth8880,[Photograph of livestock grazing in a pasture],"Photograph of livestock grazing in a pasture. There are pigs\, geese\, horses\, and one cow seen grazing in this pasture. Trees in background. Written on back in pencil: ""17"".","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth8442,[Photograph of four men on horseback],Photograph of four men on horseback rounding up horses.  The horses are entering a gate in the center right of the photo.  Short gate extends to the left halfway across the photo.  Holding pens are on the right.  The men on horseback are spread evenly across the photo.  All images are far removed from the photographer.,"Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth7874,"[Envelope with print reading: ""Houston Fat Stock Show""]","Envelope that contained 38 photographs. Manila envelope with red print reading: ""Houston Fat Stock Show - and Live Stock Exposition - Houston\, Texas"" below this print is a red image of a cow's head in a star with ribbons\, sheep\, hog\, and cow drawing at interval between star points. The star is enclosed in a circle. Written below circled star image is written ""Premium List"" Stamped in red near top center ""[drawing of a globe] The Best Job In The World Enlist U. S. Army"" The stamp is postmarked ""Houston\, Texas Oct 21 '46 PB Meter 93104 U. S. Postage Paid .04 1/2"" and addressed to ""For [in red print] A. P. George Richmond\, Texas [in blue ink]","Agriculture - Domestic Animals,Tools & Equipment For Science & Technology,Envelope,Merchandising T&E"
ark:/67531/metapth78844,Home Place on the Farm,"Photograph of life on the Rendleman Farm. The farm is an example of a typical South Texas farm with a windmill\, cistern\, a shop\, and barns or sheds.","People - Individuals,Rendleman Farm,Agriculture - Domestic Animals,Agriculture - Farming"
ark:/67531/metapth7930,[Photograph of Jean Kiger with her champion steer],"Photograph of Jean Kiger with her champion steer at the Houston Fat Stock Show and Livestock Exposition  in 1947. Albert Peyton George is standing to the right of the young exhibitor. He is wearing a dark coat\, three piece suit\, dark print tie\, and white shirt. Another man (unidentified) is standing next to George. The photograph was taken in the indoor arena. Other men in background. Stamped on back of photo in black: ""Morris Photographs David J. and Mattie V. Morris Box 428\, South Houston\, Texas Print From Negative No. [in blue ink] 512"".","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth79211,[Buffaloes],"Photograph of an unidentified man on a running horse behind three running buffaloes\, known as ""Gulfaloes.""  In the background\, there is a Gulf Refinery tank and a man walking.","buffaloes,People - Individuals,Gulfaloes,Agriculture - Domestic Animals - Horses - Tack,Agriculture - Domestic Animals,Gulf Refinery Tank"
ark:/67531/metadc1909649,[News Script: Cat Show],"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story about a cat show in Dallas.","news stories,Business\, Economics and Finance - Communications - Media,scripts,Social Life and Customs - Competitions,Social Life and Customs - Awards,news segments,Agriculture - Domestic Animals,Television broadcasting of news"
ark:/67531/metadc1909810,[News Script: Zoo Improvement],"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story about plans to bring improvements to the Fort Worth zoo.","zoos,news segments,Television broadcasting of news,Agriculture - Domestic Animals,Business\, Economics and Finance - Communications - Media,news stories,Social Life and Customs - Meetings and Conferences,Government and Law - Legislative Committees,scripts"
ark:/67531/metadc1909809,[News Script: Bees],"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story about a new breed of bee.","Agriculture - Domestic Animals,Maure\, J. S.,news segments,Science and Technology - Biology,scripts,Television broadcasting of news,news stories,Business\, Economics and Finance - Communications - Media"
ark:/67531/metadc1907081,[News Script: Rodeo],"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story of a two-year investigation of redoes which recently completed by the Humane society of the United States indicated that rodeo livestock are the subject of inhumane treatment.","news stories,Humane Society,Television broadcasting of news,Business\, Economics and Finance - Communications - Media,news segments,Government and Law - Law Enforcement - Investigations,Agriculture - Domestic Animals,neck bleedings,acute inflamations,Cowbell Indoor Arena,Social Life and Customs - Clubs and Organizations,Government and Law - Elected Officials,injuries,rodeo livestocks,scripts,inhumane treatments,Ratgen\, Jack"
ark:/67531/metadc1975780,[News Clip: Nutria],"Video footage from the WBAP-TV station in Fort Worth\, Texas to accompany a news story about the Nutria\, a large rodent prized for its fur\, being shown at the Fort Worth stock show.","Southwestern Exposition and Fat Stock Show,breeders,news stories,Business\, Economics and Finance - Communications - Media,video clips,furs,tails,news segments,muskrats,Agriculture - Domestic Animals,nutrias,animals,video footage,stock shows,rodents,Television news programs,raise-a-nutria-and-make-a-fortune"
ark:/67531/metadc771081,[News Script: Nutria],"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about the Nutria\, a large rodent prized for its fur\, being shown at the Fort Worth stock show.","Television broadcasting of news.,scripts,Agriculture - Domestic Animals,Business\, Economics and Finance - Communications - Media,Southwestern Exposition and Fat Stock Show,news segments,nutria,news stories"
